business_id,name,categories,stars,text,sentiment
3RVKRnf8iWuY1PzpzeWkJA,Sharkey's Cuts for Kids,u'Beauty & Spas,5,"[love, the, attention, here, with, marisol, ., we, come, from, summerlin, and, its, worth, it, ., games, ,, balloons, ,, if, this, place, serve, alcoholic, beverages, ,, i, would, make, appointments, for, haircuts, here, myself, ., my, daughter, wanted, a, pretend, haircut, because, it, looked, so, fun, and, they, were, more, than, happy, to, accommodate, ., well, done, !]",1
CEN7vLJ4uBO-rLt9GwgF6A,Talking Stick Resort,u'Arts & Entertainment,2,"[thank, you, tanda, m., for, reminding, me, to, review, this, ., i, went, to, the, casino, two, weeks, ago, ., it, was, cool, ,, but, not, as, exciting, as, most, casinos, i, 've, been, to, ., usually, the, atmosphere, is, enough, to, make, me, want, to, stay, awhile, ...]",1
H5TA7Um9Zs_vIQxBF0pQjg,Wedgwood the Restaurant,u'Restaurants,4,"[wedgwood, comes, very, highly, recommended, and, with, good, reason, ., heading, for, an, occasion, sunday, lunch, ,, we, select, the, £25, 3, course, xmas, lunch, option, ., the, menu, offered, five, choices, per, course, which, is, very, generous, and, it, was, difficult, to, select, between, the, delicious, offerings, ., the, smoked, salmon, was, a, winner, -, as, you, would, expect, in, scotland, ., the, blue, cheese, risotto, bon, bons, were, yummy, and, the, beetroot, garnish, helped, cut, through, the, richness, of, the, dish, ., main, course, of, venison, stew, was, tasty, although, the, serve, a, little, on, the, small, side, ...]",1
Rht_xxtVzTJK2IgrrXmppw,Habitat Restaurant,u'Restaurants,4,"[i, feel, like, i, ca, n't, fully, review, habitat, because, i, was, only, to, dine, from, the, restaurant, week, menu, ,, not, that, i, 'm, complaining, !, :, ), the, mushroom, tart, was, outstanding, !, i, also, reallllly, enjoyed, the, bread, pudding, dessert, !, ca, n't, wait, to, go, back, and, try, the, whole, menu, out, !, our, waiter, was, very, friendly, and, accommodating, as, well, .]",1
K2irDdBk6o-JRSewkMoEqg,Edinburgh Waverley Railway Station,u'Hotels & Travel,4,"[currently, they, are, rebuilding, the, whole, station, ., i, am, looking, forward, to, seeing, it, fully, done, ., the, place, is, massive, ., alight, here, for, trains, to.., well, anywhere, ., i, recommend, the, sleeper, to, london, !, the, place, has, a, victorian, feel, and, i, get, all, nostalgic, to, past, times, and, steam, engines, when, in, this, place, .]",1
JPRyCrWPIo_ujOszH1NRzg,Noodle & Rice,u'Restaurants,5,"[love, this, spot, for, takeout, !, obsessed, !, i, love, how, you, can, order, online, and, pick, it, up, !]",1
PXviRcHR1mqdH4vRc2LEAQ,Bachi Burger,u'Restaurants,4,"[came, here, due, to, recommendations, from, my, cousins, who, raved, about, it, being, the, best, place, for, a, burger, in, vegas, ., so, on, my, way, back, home, we, drove, by, this, place, to, give, it, a, try, ., we, got, here, right, as, it, opened, ,, so, there, was, no, line, to, deal, with, ., a, friendly, and, enthusiastic, staff, member, greeted, us, and, sat, us, down, ., he, asked, if, we, had, ever, been, to, bachi, burger, and, when, we, said, no, ,, he, did, a, quick, introduction, of, some, of, the, more, popular, items, on, the, menu, ...]",1
PXviRcHR1mqdH4vRc2LEAQ,Bachi Burger,u'Restaurants,5,"[tan, tan, men, is, delicious, ., took, a, while, to, get, seats, ,, but, the, soupy, noodles, was, delicious, ., the, soup, was, creamy-sweet-savory, ,, the, noodles, were, soft, ,, and, the, overall, flavor, has, a, refreshing, cilantro, tone, with, crispy, veggies, and, savory, meats]",0
sdDacgGI04Whr1oOqOBqsg,The Mutt's Nuts,u'Shopping,3,"[well, stocked, but, found, it, very, pricey, ., my, son, has, his, eye, on, a, tin, of, bacon, flavoured, jelly, beans, which, were, £7.50, ., too, expensive, for, all, it, was, ., plenty, of, different, items, in, here, but, not, appealing, enough, to, make, a, purchase, .]",1
fOUdPWO9K2y2O3mJ8vHz-w,808 Hawaii Mixed Plate,u'Restaurants,4,"[yummy, and, delicious, hawaiian, goodies, ., great, for, a, spam, musubi, or, a, lunch, plate, ., they, even, can, make, saimin, to, go, for, those, cold, chilly, days, when, you, just, want, some, hot, soup, ., otherwise, the, korean, bbq, rib, or, loco, moco, plate, is, enough, to, make, you, food, coma, .]",1
G6mZKMiDqHDgH92IOg9QhQ,Soyo Korean Barstaurant,u'Restaurants,4,"[we, 're, always, on, the, lookout, for, dining, places, we, have, n't, tried, before, ,, and, after, our, planned, destination, for, dinner, failed, (, too, crowded, ), ,, we, decided, to, try, the, next, door, soyo, korean, barstaurant, ., the, place, is, very, clean, and, inviting, to, new, patrons, ,, there, were, small, and, intimate, 'nooks, ', that, we, would, have, preferred, to, have, been, seated, ,, but, nevertheless, ,, the, entire, open, dining, area, itself, was, n't, bad, either, ., having, no, idea, what, their, menu, was, like, ,, we, asked, our, friendly, server, what, she, recommends, instead, of, ...]",0
9-cRrGH5WmZKQ_O6LtfSbw,The Lounge,u'Restaurants,5,"[i, heart, the, lounge, !, it, 's, the, perfect, classy, neighborhood, bar, where, they, 'll, literally, always, remember, your, name, and, your, wine, choice, ., chris, ,, the, bartender, ,, is, easy, on, the, eyes, and, knows, his, wine, ., i, live, in, scottsdale, and, this, is, one, of, my, favorite, bars, .]",1
VZ3A1pVQFwzNGnsNEz3FiQ,Montana Mike's,u'Restaurants,1,"[i, was, up, for, steak, tonight, but, rather, than, drive, across, town, to, my, standby, favorite, texas, roadhouse, ,, i, decided, to, give, montana, mike, 's, a, try, based, on, the, reviews, here, ., big, mistake, ., upon, entering, ,, i, was, ``, greeted, '', by, a, young, woman, with, hair, dyed, a, bizarre, shade, of, red, and, a, personality, of, a, wet, mop, ., she, led, me, to, my, table, as, if, it, was, an, inconvenience, ., as, i, was, seated, in, view, of, her, ,, i, can, attest, to, the, fact, that, she, treated, every, customer, with, the, ...]",1
-GZsHVDlI6wvLsgD1Yaj0g,The Beat Coffeehouse & Records,u'Restaurants,4,"[amazing, vibe, and, super, friendly, staff, ., i, 've, been, going, there, for, years, and, each, and, every, staff, member, is, extremely, kind, ,, helpful, and, happy, :, ), i, love, the, music, ,, although, it, can, be, a, little, loud, if, you, 're, in, there, trying, to, work, ., it, 's, a, downtown, vegas, classic, and, staple, ,, coffee, is, delicious, as, well, .]",0
jfDBaBgwINrGYAo8p2MJ4g,China Magic Noodle House,u'Restaurants,5,"[this, place, is, amazing, ,, the, noodles, are, fresh, and, come, with, a, texture, thats, unforgettable, ., there, is, a, wide, variety, of, noodles, and, rice, dishes, as, well, ., i, got, the, ox, tail, when, i, went, and, let, me, tell, you, it, was, delicious, !]",1
jfDBaBgwINrGYAo8p2MJ4g,China Magic Noodle House,u'Restaurants,4,"[so, i, discover, this, place, through, groupon, ,, me, and, my, fiance, tried, it, out, one, day, ,, its, a, bit, far, from, where, we, live, but, since, i, save, half, price, by, purchasing, a, groupon, i, figure, the, other, half, can, pay, for, gas, ., plus, since, there, 's, so, much, good, reviews, on, this, place, ., i, would, say, this, place, does, have, the, best, fresh, noddles, ,, my, fiance, order, the, beef, noodle, with, broth, ,, and, i, got, the, seafood, fried, noodles, ,, they, both, tasted, delicious, i, 'm, very, satisfied, with, the, place, and, food, ...]",1
hHneutBDgSpp7l9CUROyaA,McDonald's,u'Restaurants,4,"[this, mcdonald, 's, is, pretty, awesome, !, the, staff, is, always, very, nice, and, talkative, !, i, love, the, chocolate, dipped, ice, cream, cones, !, very, tasty, !, !, !, !]",1
Ew6YfU0XcFGM-S4zncZ5Dg,India Garden,u'Restaurants,5,"[ah, yes, !, my, favorite, place, to, eat, at, !, they, 're, lunch, buffet, is, soo, good, !, they, have, chicken, tandoori, and, chicken, curry, ,, best, combination, ever, ., i, highly, recommend, this, place, to, those, who, want, to, eat, something, different, than, your, regular, lunch, buffet, ., also, for, friday, lol, nah, events, they, serve, goat, curry, as, well, !, i, love, it, so, much, ?, 5, stars, way, up, !, great, service, and, the, place, is, very, clean, .]",1
_cH3CXQ3vQsO4y5__oePZw,Good Brakes Automotive,u'Automotive,1,"[i, had, a, major, car, repair, coming, up, and, i, shopped, around, a, few, shops, ., and, yup, ,, i, took, the, lowest, price, ., but, i, thought, i, was, careful, --, got, a, written, quote, of, exactly, what, was, going, to, be, done, plus, how, much, ,, with, of, course, a, rough, estimate, with, taxes, ., since, there, was, a, difference, between, cash, price, and, card, use, ,, i, opted, to, pay, the, substantial, amount, in, cash, ., but, i, believed, that, i, could, get, that, job, for, that, price, ., um, ,, right, ., took, it, in, and, ...]",0
rdXAZNClje9N-lfoIQTAxA,Quickdraw Tattoo Studio,u'Beauty & Spas,5,"[this, place, is, awesome, for, piercings, ., ryan, dreyfuss, pierced, me, twice, in, my, forward, helix, and, got, ta, love, him, !, anyone, who, says, a, cartilage, piercing, does, n't, hurt, is, lying, ,, but, ryan, did, it, practically, pain-free, ., he, 's, also, extremely, knowledgable, -, definitely, paid, attention, in, anatomy, class, !, i, value, his, opinion, ,, so, when, he, said, i, should, only, get, two, holes, instead, of, the, three, i, wanted, ,, i, listened, ., and, now, i, see, why, -, i, 'm, loving, the, placement, !, the, place, is, clean, too, ,, and, the, other, ...]",0
aGtU_Wkp_lOCs9VQTXC6sw,US Post Office,u'Local Services,5,"[i, used, the, machine, that, you, use, for, shipping, packages, today, ., why, did, n't, i, know, about, this, before, ., the, fact, that, you, really, do, n't, have, to, go, to, the, counter, for, anything, was, a, blessing, ., i, waited, behind, someone, and, it, still, took, me, 5, mins, to, get, out, of, there, ., tip-, only, go, to, the, counter, if, you, need, to, ., you, can, buy, stamps, ,, insurance, and, ship, large, packages, without, even, going, to, the, counter, .]",1
DXkZRQ--Utku9wYbZ97Yjw,Surrender Nightclub,u'Nightlife,3,"[there, was, something, ..., off, about, surrender, ., for, me, ,, at, least, ., but, that, might, also, be, the, disgusting, amount, of, red, bull, vodkas, i, consumed, there, talking, ., my, friends, and, i, popped, in, here, quickly, around, midnight, ., luckily, my, friend, 's, promoter, has, a, thing, for, her, ,, because, he, got, us, in, for, free, (, although, it, was, a, bit, of, a, struggle, ,, according, to, him, ), ., i, wandered, off, once, we, got, in, to, meet, up, with, my, other, friends, ,, which, was, probably, a, good, decision, ,, because, one, of, ...]",1
DXkZRQ--Utku9wYbZ97Yjw,Surrender Nightclub,u'Nightlife,4,"[this, was, the, one, club, i, went, to, for, my, first, time, in, vegas, ., i, was, in, awe, when, i, walked, in, ., to, see, the, setup, how, it, just, opens, up, to, the, elements, and, has, no, roof, out, by, the, pool, area, ., it, was, simply, amazing, ., a, group, of, 8, of, us, got, a, table, here, on, a, saturday, night, ., the, place, is, huge, with, plenty, of, women, and, great, music, ., i, would, definitely, go, back, next, time, i, 'm, there, .]",0
_fn0UIgqzCtxXcmHRi8FOw,Encore Beach Club,u'Nightlife,5,"[ok, so, this, time, ,, i, went, to, encore, and, experienced, without, being, completely, obliterated, ., this, was, a, much, better, experience, ., we, got, in, around, 1:15, pm, ., i, came, in, free, with, my, boyfriend, only, being, $, 55, ., we, were, told, $, 75, by, our, promoter, ,, so, that, was, a, nice, surprise, ., the, place, is, big, ,, but, there, were, still, huge, crowds, of, people, ., we, stole, a, seat, on, one, of, the, planters, and, people, watched, ., we, ordered, drinks, but, they, were, majorly, expensive, ., $, 25, for, a, redbull, vodka, ...]",0
_fn0UIgqzCtxXcmHRi8FOw,Encore Beach Club,u'Nightlife,4,"[i, 'm, a, firm, believer, that, as, a, girl, in, vegas, ,, spending, should, be, very, minimal, -, ya, the, necessities, you, 'll, have, to, pick, up, (, housing, and, travel, ), but, club, entry, and, drinks, should, be, free, esp, if, you, 're, in, a, large, group, !, that, said, ,, encore, beach, is, the, one, event, i, would, be, willing, to, splurge, on, over, and, over, again, ., i, went, on, the, saturday, of, memorial, day, weekend, to, see, afrojack, ., presale, tickets, for, girls, were, $, 50, ., we, arrived, around, 10:30, and, only, had, to, wait, ...]",0
xw_dKOvuKiX65fznwvqXeg,Dainty Cakes Bakery,u'Food,5,"[having, come, from, europe, ,, i, have, looked, for, a, bakery, that, has, ingredients, in, their, baked, goods, w/o, using, artificial, flavoring, ., this, bakery, is, out-of-this-world, ., their, napoleons, are, just, like, i, knew, them, from, belgium, ., all, their, products, look, so, good, is, is, hard, to, make, a, decision, when, choosing, ., we, bought, their, brownies, ,, napoleons, ,, cream, puffs, and, a, cupcake, ., i, ca, n't, wait, to, go, back, and, try, some, of, the, other, cakes, they, offer, ., the, owners, are, people, that, know, how, to, treat, their, customers, well, ., do, n't, ...]",1
tvBC1FNxX_quNv-4IkGzQw,101 Asian Buffet,u'Restaurants,3,"[we, went, there, for, lunch, today, ,, the, food, is, ok, ,, i, like, the, hot, &, sour, soup, and, the, noodles, ., the, crab, legs, were, a, big, disappointment, ,, though, ., they, were, tiny, and, had, no, taste, ., also, they, give, you, this, discount, card, without, asking, ,, and, when, we, told, them, we, had, one, the, waitress, said, it, was, too, late, ..., so, we, did, n't, get, any, discounts, ., well, ,, instead, of, giving, you, a, card, you, can, not, use, ,, it, would, be, nice, if, they, ask, if, you, have, one, when, ...]",1
NCeKp7rHZkAzx7CAau6ymw,Villa's Mexican Food,u'Restaurants,5,"[great, prices, and, great, food, ., had, the, chile, verde, several, times, and, the, menudo, on, saturday, and, sunday, is, really, good, ., love, this, place, for, take, out, ,, they, do, have, eat, in, as, well, .]",1
9QRits5JGrMffJFirMvJBw,HYATT house Charlotte  Airport,u'Event Planning & Services,2,"[overall, ,, i, would, n't, stay, here, again, or, recommend, anyone, else, to, ., i, do, n't, understand, the, glowing, reviews, of, this, place, ..., this, place, is, in, need, of, a, dire, face-lift, ., we, stayed, for, 9, nights, while, on, a, house, hunting, trip, ., we, drove, up, expecting, a, decent, place, with, all, the, great, reviews, ., we, walked, in, and, the, lady, at, the, counter, was, pretty, friendly, ., the, check, in, process, went, smoothly, ., we, took, the, elevator, the, the, third, floor, to, our, room, ., the, elevator, was, painfully, slow, ..., you, are, ...]",1
sjCRI-lCh4KLO_RYQdlEeQ,Iruna,u'Restaurants,3,"[i, suddenly, only, remember, the, music, ;, which, was, amazing, ., the, outdoor, area, was, really, relaxing, after, a, long, flight, from, seattle, ., broccoli, ;, umm, ..., not, that, great, ., food, was, really, not, all, that, impressive, ., the, atmosphere, won, me, over, ., not, sure, i, would, go, back, .]",1
3AoCAj24yffBkl1vh9lkuQ,Eco-Tint,u'Automotive,5,"[wow, !, talk, about, great, customer, service, ., not, only, was, everyone, courteous, ,, our, van, was, done, very, quickly, ., and, our, van, looks, awesome, !, they, even, showed, my, husband, the, machine, they, use, to, cut, the, tint, which, impressed, hubby, ., after, we, had, our, van, tinted, ,, we, received, a, thank, you, card, in, the, mail, ., you, do, n't, receive, that, kind, of, customer, service, these, days, and, it, was, very, much, appreciated, .]",1
YppzR-sn8y15dmUd1lLcfw,Sambalatte Torrefazione,u'Restaurants,1,"[seriously, the, worst, drink, i, 've, gotten, ., i, always, order, the, same, drink, and, this, time, they, messed, it, up, so, bad, !, !, !, !, !, i, order, a, tahitian, vanilla, freppe, with, carmel, and, today, i, got, milk, blended, with, ice, ., this, literally, tastes, like, nothing, ., super, annoyed, and, this, is, n't, a, cheap, coffee, ., waisted, time, coming, down, here, and, wasted, my, money, .]",1
YppzR-sn8y15dmUd1lLcfw,Sambalatte Torrefazione,u'Restaurants,5,"[las, vegas, has, a, real, coffee, house, meant, for, locals, !, !, praise, be, !, !, !, i, have, been, searching, high, and, low, for, a, place, like, this, since, moving, back, from, seattle, ., never, thought, it, would, exist, ., however, ,, i, visited, and, fell, in, love, ., sambalatte, is, located, within, boca, park, ., the, owners, understood, their, target, market, well, to, open, in, a, location, like, this, ., cater, to, upper, middle-class, frou-frou, types, because, they, 're, the, ones, most, likely, to, appreciate, stuff, like, this, ., *yes, ., send, me, your, hate, mail, ., that, ...]",1
YppzR-sn8y15dmUd1lLcfw,Sambalatte Torrefazione,u'Restaurants,5,"[nutella, latté, was, yum, !, the, desserts, and, snack, displayed, were, very, unique, ., not, from, the, area, and, found, this, on, yelp, ,, so, wanted, to, try, because, of, the, ratings, and, it, looked, fun, and, trendy, ., my, kind, of, place, and, will, definitely, be, back, on, our, next, trip, to, vegas, ., :, )]",1
MQBLV_yIElV9D3h-L8qiTg,Straight Up Tanning,u'Beauty & Spas,5,"[shirley, was, so, helpful, ways, at, anything, and, the, place, is, always, clean, ..., will, continue, to, come, always]",1
x4mLQ577zgcP90F4MnVx4Q,Hogs Heaven Barbecue,u'Restaurants,5,"[the, smell, ., the, staff, ., the, food, ., all, ``, a+++, '', !, !, from, the, moment, we, walked, in, ,, the, friendly, staff, greeted, us, and, were, very, helpful, ., they, even, gave, us, a, ``, sample, '', rib, before, we, ordered, ., wow, ., i, go, to, bite, the, rib, and, the, meat, fell, right, off, !, the, indication, of, a, perfect, rib, !, they, were, amazing, ., friend, ordered, 1/3, rack, ,, potato, and, i, ordered, the, pulled, pork, sandwich, and, fries, ., they, ended, up, giving, her, a, 1/2, slab, (, huge, !, ), and, ...]",0
uFNCii_PfEh9QiAEszHb4A,Buffalo Wild Wings,u'Restaurants,1,"[terrible, service, ,, mediocre, food, ..., did, i, mention, terrible, service, ?, will, not, be, back, if, i, can, help, it]",1
e34tIpveepWkpvOuv_boqw,Centurion,u'Restaurants,2,"[so, much, potential, ,, but, ultimately, a, let, down, ., we, arrived, at, 730pm, without, a, reservation, ., to, be, fair, we, had, a, groupon, and, the, fine, print, did, require, a, reservation, ., but, the, place, was, empty, except, for, two, diners, inside, and, a, party, of, three, on, the, patio, ., eric, hesitated, but, did, accommodate, us, on, the, patio, ., we, ordered, two, beers, and, the, cheese, plate, to, start, ., as, we, munched, on, the, nicely, presented, cheese, plate, and, sipped, our, beers, the, waiter, came, out, to, take, our, orders, ., he, recommended, the, duck, ...]",0
Xsp9Dy4PQgAssCVk2-f73w,Lee's Sandwiches,u'Restaurants,5,"[cafe, sua, da, is, a, must, try, !, if, you, 're, a, coffee, addict, you, 'll, love, the, nutty, strong, taste, to, it, ., also, their, banh, mi, dac, biet, ``, special, sandwich, '', is, delicious, !, !, !, so, much, better, than, many, places, !, only, vietnamese, sandwich, place, i, 'll, go, to, in, vegas, !, mmmmmm, mm, !]",1
gXY_sX8il0ad7YhK9CClrQ,Hibachi Grill,u'Restaurants,3,"[here, on, 5/10/12, have, been, here, a, couple, of, times, before, today, ., has, improved, ., the, hibachi, grill, good, value, for, the, cost, ., not, huge, selection, of, chinese, food, ., good, sushi, rolls, ., would, come, here, again, .]",1
DjOxXobyGDwWt89q4z1twg,Monta Ramen,u'Restaurants,4,"[great, food, ,, quick, service, ,, and, friendly, staff]",0
DjOxXobyGDwWt89q4z1twg,Monta Ramen,u'Restaurants,5,"[we, had, lunch, at, monta, ramen, ., if, you, are, in, las, vegas, ,, you, 've, got, to, visit, this, place, ., the, food, quality, is, awesome, ,, and, the, price, is, excellent, ., the, ramens, are, less, than, $, 7, per, order, ., i, actually, find, the, fried, rice, and, pork, belly, bowl, are, my, favorites, ., make, sure, to, get, there, early, because, the, wait, list, can, be, long, ., but, the, serving, speed, is, very, fast, so, you, wo, n't, end, up, waiting, for, long, .]",0
Zp9CZaLRPRpdS6zSaZBf4w,Rumor Boutique Resort,u'Event Planning & Services,2,"[was, not, what, i, expected, ., room, was, cute, kind, of, small, ., does, not, have, an, iron, or, blow, dryer, in, every, room, ., no, ipod, dock, ., airport, is, right, there, so, you, hear, planes, all, day, and, night, ., the, gate, next, to, our, room, kept, slamming, shut, and, making, all, kinds, of, noise, ., staff, was, just, 'ok, ', ., they, hold, an, extra, $, 100, until, you, check, out, .., bathroom, sink, was, taller, than, i, am, so, that, sucked, ..., next, time, im, staying, on, the, strip, !, oh, ..., and, the, ice, machine, ...]",1
Zp9CZaLRPRpdS6zSaZBf4w,Rumor Boutique Resort,u'Event Planning & Services,1,"[beware, of, this, place, :, i, 'm, giving, a, one, star, since, i, was, n't, yelping, the, first, time, i, stayed, at, rumor, ., so, here, goes, my, shpeal, ..., october, 2012, i, stayed, at, the, hotel, and, apparently, there, was, a, body, building, convention/party, being, held, at, the, hotel, (, i, would, not, consider, this, a, resort, by, any, means, ), and, when, i, purchase, my, room, and, as, well, when, i, checked, in, i, was, not, informed, that, there, would, be, a, special, event, that, would, disrupt, the, normal, functions, of, the, hotel, i.e, ., pool, access, ,, ...]",1
s4jDBV2yZ4lC--MJ3ekRig,Sports Authority,u'Shopping,4,"[this, chain, is, always, a, reliable, go-to, when, i, need, some, apparel, that, 's, on, sale, ., one, of, my, employers, is, a, running, store, ,, so, i, have, the, advantage, of, getting, most, of, my, gear, at, a, steep, discount, ,, but, when, i, 'm, in, a, pinch, and, ca, n't, wait, for, an, order, to, come, in, the, mail, ,, i, just, drive, over, to, this, sports, authority, and, can, usually, find, what, i, 'm, looking, for, ., case, in, point, :, i, needed, a, white, outfit, for, the, color, run, 5k, ,, but, i, did, n't, want, ...]",1
r0ZoytDjK4CY5ytFNjZLvw,Kinh Do,u'Restaurants,4,"[i, was, craving, a, banh, mi, so, i, hopped, on, yelp, and, found, this, place, ., outside, it, didnt, look, like, much, inside, it, was, very, clean, ., the, owner, even, offered, to, let, us, see, his, kitchen, saying, how, clean, it, was, !, while, talking, to, him, you, can, tell, how, passionate, he, is, about, his, restaurant, and, it, showed, in, the, food, ., i, had, the, grilled, pork, banh, mi, and, it, was, very, tasty, ., there, was, a, good, amount, of, meat, in, it, but, it, could, have, used, a, little, more, pate, ., overall, it, was, ...]",1
r0ZoytDjK4CY5ytFNjZLvw,Kinh Do,u'Restaurants,3,"[the, yelp, check-in, offer, gives, two, free, egg, rolls, ., i, 've, tried, to, cash, in, the, offer, twice, ., once, i, was, given, the, egg, rolls, ., another, i, was, told, that, the, offer, only, applies, to, dine-in, customers, ., they, were, more, like, spring, rolls, that, have, been, deep, fried, and, contain, mostly, fillers, anyway, ., i, 've, never, actually, sat, down, and, eaten, here, before, ., all, the, times, i, have, is, due, to, it, being, the, closest, to, the, leatherneck, bar, and, within, the, price, range, of, what, i, want, to, spend, on, dinner, ., they, ...]",1
5tsqcZEvZYTpqux7_IGHVw,Polished Nails & Spa,u'Beauty & Spas,1,"[if, it, happens, that, your, nail, tech, will, mess, up, they, not, gon, na, redo, it, ,, still, charge, you, 60, $, and, if, you, try, to, complain, they, will, tell, you, to, never, come, back, !, never, gotten, my, refund, either, ., there, are, many, other, salons, in, the, area, who, do, nail, art, for, much, lower, price, and, have, way, better, customer, service, !]",1
3bwxfBvKABepxYWGz3pHXA,China A Go Go,u'Restaurants,4,"[delicious, chinese, food, ., came, out, fast, and, fresh, ., big, chunks, of, chicken, in, my, teriyaki, bowl, ., and, they, granted, my, request, for, extra, teriyaki, ., love, the, honeydew, slush, with, no, boba, ., the, shrimp, for, a, appetizer, was, delicious, ., my, friend, had, the, walnut, shrimp, ., it, was, alot, of, food, that, she, couldnt, finish, it, ,, and, the, prices, were, low, .]",1
uWFJ9sXRSVznO6fCTKOSiw,Carnegie Café,u'Restaurants,2,"[they, need, more, veggie, options, ., i, asked, for, the, fontina, and, spinach, quiche, ,, which, sounded, delicious, ., a, few, moments, after, i, ordered, ,, the, staff, told, me, they, were, out, ., they, were, apologetic, ,, but, the, only, other, veggie, options, were, salads, and, (, yuck, ), a, garden, burger, ., i, ended, up, disappointed, ,, and, having, to, find, somewhere, else, to, get, food, .]",1
zSzE4rW9FE3fGqiEzZ91Vw,America's Taco Shop,u'Restaurants,4,"[ok, ,, ok, ..., i, 'm, a, total, fan, of, the, staff, !, well, yes, ,, speaking, spanish, with, mexicans, can, be, fun, ,, and, it, brings, a, plus, when, you, order, :, ), ., despite, i, 'm, a, very, picky, person, in, terms, of, tacos, or, mexican, food, in, general, ,, i, actually, liked, this, place, ., still, this, is, a, bit, of, sinaloa, 's, style, and, you, still, are, missing, the, real, flavor, of, tacos, ., ooook, !, granted, !, i, guess, i, 'll, never, ever, find, the, real, mexican, taco, flavor, in, this, land, ,, but, if, ...]",1
zSzE4rW9FE3fGqiEzZ91Vw,America's Taco Shop,u'Restaurants,4,"[i, initially, thought, it, was, good, but, maybe, not, great, when, i, first, tried, it, but, found, myself, going, back, and, trying, the, pork, instead, of, the, beef, and, that, is, when, i, connected, with, this, place, ., they, cook, the, pork, in, a, one, of, those, rotating, gyro, meat, cookers, with, a, whole, pineapple, on, top, ,, with, the, outer, skin, removed, so, the, pineapple, juice, continually, bastes, the, outer, layer, of, meat, as, it, cooks, ., i, had, the, burrito, with, pork, and, that, was, great, and, then, ..., i, tried, the, torta, ,, that, lovely, mexican, sandwich, ...]",1
3LA8ABDMBZnlEnVMmJ-YIA,Bäckerei-Konditorei Visel,u'Restaurants,1,"[ich, habe, heute, meinen, beitrag, nach, unten, korrigiert, ., die, waren, sind, immer, noch, hervorragend, und, schmecken, lecker, ., leider, habe, ich, persönlich, ein, problem, damit, ,, wenn, meine, backwaren, ohne, zange, oder, handschuh, mit, den, blanken, händen, angefasst, werden, ., ich, mag, das, einfach, nicht, und, finde, es, eklig, ., mein, tipp, :, enfach, mal, kleingeld, in, die, hand, nehmen, und, dann, die, innenfläche, abschlecken, ., es, scheint, wohl, für, das, personal, entsprechende, anweisungen, zu, geben, ., schade, nur, ,, dass, diese, von, der, unrternehmensführung, nicht, auch, eingefordert, werden, .]",1
195hVRlAgcgMNNt8Ttdu8g,Badische Landesbibliothek,u'Public Services & Government,5,"[gut, bestückte, bibliothek, auch, zu, spezialthemen, ., als, ergänzung, zur, universitätsbibliothek, sehr, gut, zu, gebrauchen, .]",1
MMDVlG8J8Ymjuza--5Aefw,Joey's of Chicago,u'Restaurants,3,"[i, used, to, be, a, manager, for, fazoli, 's, -former, tenant, at, this, location, -, which, had, a, big, problem, with, the, grease, traps, ,, hence, ,, the, horrid, smell, in, the, bathrooms, ., joey-i, can, tell, you, how, to, fix, it, for, a, comped, meal-lol, anyone, want, some, fazoli, 's, recipes, ?, breadsticks-, take, 16, packaged, breadsticks, and, put, on, cookie, sheet, with, a, high, rim, ,, mix, 1, cup, melted, margarine, ,, 7, tablespoons, kosher, salt, (, no, ,, not, regular, salt, ), ,, 10, tablespoons, granulated, garlic, powder, ., pour, over, breadsticks, and, bake, for, 8-10, minutes, ...]",1
07bUAD_qnrJAXvJou_ls4g,Firefly,u'Restaurants,4,"[this, is, the, second, firefly, location, that, i, have, visited, ., the, first, one, was, downtown, which, has, a, spectacular, view, but, it, 's, too, hectic, for, me, ., when, i, go, out, to, eat, i, like, to, relax, and, enjoy, good, conversation, over, tasty, food, ., the, sahara, location, had, music, playing, in, the, back, round, ..., .but, it, 's, not, too, loud, ., she, will, be, loved, by, maroon, 5, was, on, during, the, meal, which, helped, me, relax, even, more, because, i, do, like, that, song, ., the, interior, is, done, in, a, nice, red, and, they, ...]",1
07bUAD_qnrJAXvJou_ls4g,Firefly,u'Restaurants,4,"[food, was, good, ., bread, and, almond, butter, was, delicious, !, had, tuna, tartare, and, ceviche, that, was, full, flavor, and, close, to, perfect, ., server, assistants, and, bussers, were, on, top, of, it, but, our, server, was, not, attentive, at, all, ., will, be, back, for, the, bar, and, food, !]",0
Nz7NGcbodsKfEc2GbfWSRw,Wolfits,u'Restaurants,4,"[honestly, ,, i, 'm, surprised, i, 've, not, got, round, to, reviewing, wolfits, yet, as, i, 'm, in, here, often, enough, !, wolfits, is, one, of, those, lunch, places, for, office, workers, where, you, can, order, a, sandwich, ,, a, baked, potato, ,, soup, ,, or, a, big, bowl, of, salad, ., they, have, a, pretty, decent, selection, of, fillings, too, ,, much, wider, than, a, lot, of, similar, establishments, ,, which, is, what, really, makes, wolfits, a, good, choice, at, lunch, time, ., not, to, mention, the, portions, are, very, generous, ,, a, salad, bowl, could, easily, do, you, ...]",0
